Date édition;Numéro opération;Opération (intitulé);Version du dossier;Dernière version validée;Bénéficiaire (Siret ou autre);Bénéficiaire (Intitulé);Date prévisionnelle de début d'opération;Année de début prévisionnel d'opération;Date prévisionnelle de fin d'opération;Date de début effectif d'opération;Année de début effectif d'opération;Date de fin effective d'opération;Date de 1ère programmation (Date 1er comité décisionnel - version 1);Année de 1ère programmation (1er comité décisionnel - version 1);Date de dernière programmation (Date du dernier comité décisionnel);Année de dernière programmation (Année du dernier comité décisionnel);Etat de l'opération;Etat détaillé de l'opération;Programme de l'opération (code);1er niveau de codification opération (code);2e niveau de codification opération (code);3e niveau de codification opération (code);4e niveau de codification opération (code);5e niveau de codification opération (code);6e niveau de codification opération (code);Groupe de l'indicateur (code);Fonds de l'indicateur;Indicateur (code);Indicateur (libellé);Type indicateur;Nature indicateur;Mode de saisie indicateur;Unité de mesure indicateur;Assistance aux participants indicateur (O/N);Assistance aux entités indicateur (O/N);Cadre de performance (indicateur de programme);Pertinent (valeur);Valeur prévisionnelle (en cours);Valeur prévisionnelle (conventionnée);Commentaire général de l'indicateur;Au moins une valeur réalisée renseignée en dehors d'un CSF (O/N);Au moins une valeur réalisée renseignée dans un CSF (O/N);Opération physiquement intégralement achevée (O/N);Opération physiquement partiellement achevée (O/N);Date du dernier enregistrement (date système);Date de réalisation;Année de réalisation;Origine de la réalisation;Type de DDP;Numéro de DDP;Numéro de CSF et de version;Date d'envoi du CSF à l'AC;Valeur réalisée - TOTAL (dans le cas d'un indicateur H/F) ou Valeur qualitative;Valeur réalisée - dont FEMMES;Valeur réalisée - dont HOMMES
2021/04/13;PY0009592;Chambres d'hôtes à MZOUZIA;1;;06630988100010;KIAORA;2016/10/14;2016;2017/12/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO26_FEDER;Nombre d'entreprises coopérant avec des organismes de recherche;REALI;QUANT;MAN;Entreprises;N;O;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009592;Chambres d'hôtes à MZOUZIA;1;;06630988100010;KIAORA;2016/10/14;2016;2017/12/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO27_FEDER;Investissements privés complétant un soutien public aux projets dans les domaines de l'innovation ou de la recherche et du développement;REALI;QUANT;MAN;Euros;N;N;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009592;Chambres d'hôtes à MZOUZIA;1;;06630988100010;KIAORA;2016/10/14;2016;2017/12/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO28_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour lancer des produits nouveaux pour le marché;REALI;QUANT;MAN;Entreprises;N;O;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009592;Chambres d'hôtes à MZOUZIA;1;;06630988100010;KIAORA;2016/10/14;2016;2017/12/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO29_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour introduire des produits nouveaux pour l'entreprise;REALI;QUANT;MAN;Entreprises;N;O;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009592;Chambres d'hôtes à MZOUZIA;1;;06630988100010;KIAORA;2016/10/14;2016;2017/12/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";SPEC_RES_ FEDER_AG;FEDER;03r05_FEDER_MY;Nombre annuel de créations d'emplois;RESUL;QUANT;MAN;Nombre;N;N;N;O;2,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009592;Chambres d'hôtes à MZOUZIA;1;;06630988100010;KIAORA;2016/10/14;2016;2017/12/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";SPEC_FIN;FEDER;IF3_FEDER_MY;Montant des dépenses certifiées de l'axe 3;REALI;QUANT;MAN;"€";N;N;O;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009592;Chambres d'hôtes à MZOUZIA;1;;06630988100010;KIAORA;2016/10/14;2016;2017/12/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";SPEC_CdP_AG;FEDER;03PR1_FEDER_MY;Nombre de réseaux de recherche et d'innovation créés;REALI;QUANT;MAN;Nombre;N;N;O;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009592;Chambres d'hôtes à MZOUZIA;1;;06630988100010;KIAORA;2016/10/14;2016;2017/12/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";SPEC_CdP_AG;FEDER;03PR2_FEDER_MY;Nombre d'entreprises coopérant entre elles;REALI;QUANT;MAN;Nombre;N;N;O;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO01_FEDER;Nombre d'entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;O;1,00;"";Les valeurs (prévisionnelle et réelle) ont été rajoutées dans le cadre de la mission d'expertise de la fiabilité des données Teritéo 2019.;O;N;O;O;21/03/2019 14:40;30/09/2018;2018;RINF;"";"";;;1,00;"";""
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO02_FEDER;Nombre d'entreprises bénéficiant de subventions;REALI;QUANT;AUT;Entreprises;N;O;N;O;0,00;"";Les valeurs (prévisionnelle et réelle) ont été rajoutées dans le cadre de la mission d'expertise de la fiabilité des données Teritéo 2019.;O;N;O;O;21/03/2019 14:40;30/09/2018;2018;RINF;"";"";;;1,00;"";""
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO03_FEDER;Nombre d'entreprises bénéficiant d'un soutien financier autre que des subventions;REALI;QUANT;AUT;Entreprises;N;O;O;O;0,00;"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO04_FEDER;Nombre d'entreprises bénéficiant d'un soutien non financier;REALI;QUANT;AUT;Entreprises;N;O;N;O;0,00;"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO05_FEDER;Nombre de nouvelles entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;O;"";"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO06_FEDER;Investissements privés complétant un soutien public aux entreprises (subventions);REALI;QUANT;MAN;Euros;N;N;N;O;"";"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO07_FEDER;Investissements privés complétant un soutien public aux entreprises (hors subventions);REALI;QUANT;MAN;Euros;N;N;N;O;"";"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO08_FEDER;Augmentation de l'emploi dans les entreprises bénéficiant d'un soutien;REALI;QUANT;MAN;"Équivalents temps plein";N;N;N;O;10,00;10,00;"";O;O;O;O;20/05/2020 00:00;20/05/2020;2020;DDP;SOL;DDP2;CSF1.1;2020/06/03;10,00;"";""
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO26_FEDER;Nombre d'entreprises coopérant avec des organismes de recherche;REALI;QUANT;MAN;Entreprises;N;O;N;O;"";"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO27_FEDER;Investissements privés complétant un soutien public aux projets dans les domaines de l'innovation ou de la recherche et du développement;REALI;QUANT;MAN;Euros;N;N;N;O;25000,00;"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO28_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour lancer des produits nouveaux pour le marché;REALI;QUANT;MAN;Entreprises;N;O;N;O;"";"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO29_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour introduire des produits nouveaux pour l'entreprise;REALI;QUANT;MAN;Entreprises;N;O;N;O;"";"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_RES_ FEDER_AG;FEDER;03r1_FEDER_MY;Nombre de créations d'entreprise;RESUL;QUANT;MAN;Nombre;N;N;N;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_RES_ FEDER_AG;FEDER;03r2_FEDER_MY;Taux de survie des entreprises à 18 mois;RESUL;QUANT;MAN;"%";N;N;N;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_REAL_ FEDER_AG;FEDER;03R03_FEDER_MY;Nombre de porteurs de projets de création d'entreprises accompagnés annuellement;REALI;QUANT;MAN;Nombre;N;N;N;O;"";"";"";O;O;O;O;20/05/2020 00:00;20/05/2020;2020;DDP;SOL;DDP2;CSF1.1;2020/06/03;16,00;"";""
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_CdP_AG;FEDER;03PR1_FEDER_MY;Nombre de réseaux de recherche et d'innovation créés;REALI;QUANT;MAN;Nombre;N;N;O;O;"";"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009624;Création d'une structure de conseil et d'accompagnement en recrutement des porteurs de projets et des créateurs d'entreprises;2;2;82038834600018;MAESTRIA RECRUTEMENTS SAS;2016/09/13;2016;2018/09/30;;;;2017/07/19;2017;2018/05/15;2018;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_CdP_AG;FEDER;03PR2_FEDER_MY;Nombre d'entreprises coopérant entre elles;REALI;QUANT;MAN;Nombre;N;N;O;O;"";"";"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0009857;Finalisation de la couverture du haut débit du territoire de Mayotte;1;;81179472600018;Conseil Départemental de Mayotte;2016/10/17;2016;2017/12/31;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP06;OT02;PI02a;OS06.1;"";"";COM_REAL_FEDER;FEDER;CO10_FEDER;Ménages supplémentaires bénéficiant d'un accès à large bande d'au moins 30 Mbps;REALI;QUANT;MAN;Ménages;N;N;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009857;Finalisation de la couverture du haut débit du territoire de Mayotte;1;;81179472600018;Conseil Départemental de Mayotte;2016/10/17;2016;2017/12/31;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP06;OT02;PI02a;OS06.1;"";"";SPEC_RES_ FEDER_AG;FEDER;06r01_FEDER_MY;Taux de foyers raccordés au HD (<30Mb/s);RESUL;QUANT;MAN;"%";N;N;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009857;Finalisation de la couverture du haut débit du territoire de Mayotte;1;;81179472600018;Conseil Départemental de Mayotte;2016/10/17;2016;2017/12/31;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP06;OT02;PI02a;OS06.1;"";"";SPEC_FIN;FEDER;IF6_FEDER_MY;Montant des dépenses certifiées de l'axe 6;REALI;QUANT;MAN;"€";N;N;O;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0009857;Finalisation de la couverture du haut débit du territoire de Mayotte;1;;81179472600018;Conseil Départemental de Mayotte;2016/10/17;2016;2017/12/31;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP06;OT02;PI02a;OS06.1;"";"";SPEC_CdP_AG;FEDER;06PR2_FEDER_MY;Nombre de sites raccordés au Très Haut Débit;REALI;QUANT;MAN;Nombre;N;N;O;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO01_FEDER;Nombre d'entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;N;;;"";O;N;O;O;28/09/2017 14:13;28/09/2017;2017;CALC;"";"";;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO02_FEDER;Nombre d'entreprises bénéficiant de subventions;REALI;QUANT;AUT;Entreprises;N;O;N;N;;;"";O;N;O;O;28/09/2017 14:13;28/09/2017;2017;CALC;"";"";;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO03_FEDER;Nombre d'entreprises bénéficiant d'un soutien financier autre que des subventions;REALI;QUANT;AUT;Entreprises;N;O;O;N;;;"";O;N;O;O;28/09/2017 14:13;28/09/2017;2017;CALC;"";"";;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO04_FEDER;Nombre d'entreprises bénéficiant d'un soutien non financier;REALI;QUANT;AUT;Entreprises;N;O;N;N;;;"";O;N;O;O;28/09/2017 14:13;28/09/2017;2017;CALC;"";"";;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO05_FEDER;Nombre de nouvelles entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;N;;;"";O;N;O;O;28/09/2017 14:13;28/09/2017;2017;CALC;"";"";;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO06_FEDER;Investissements privés complétant un soutien public aux entreprises (subventions);REALI;QUANT;MAN;Euros;N;N;N;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO07_FEDER;Investissements privés complétant un soutien public aux entreprises (hors subventions);REALI;QUANT;MAN;Euros;N;N;N;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO08_FEDER;Augmentation de l'emploi dans les entreprises bénéficiant d'un soutien;REALI;QUANT;MAN;"Équivalents temps plein";N;N;N;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO26_FEDER;Nombre d'entreprises coopérant avec des organismes de recherche;REALI;QUANT;MAN;Entreprises;N;O;N;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO27_FEDER;Investissements privés complétant un soutien public aux projets dans les domaines de l'innovation ou de la recherche et du développement;REALI;QUANT;MAN;Euros;N;N;N;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO28_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour lancer des produits nouveaux pour le marché;REALI;QUANT;MAN;Entreprises;N;O;N;N;;;"";O;O;O;O;17/06/2019 00:00;17/06/2019;2019;DDP;SOL;DDP2;CSF1.1;2020/09/03;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";COM_REAL_FEDER;FEDER;CO29_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour introduire des produits nouveaux pour l'entreprise;REALI;QUANT;MAN;Entreprises;N;O;N;N;;;"";O;O;O;O;17/06/2019 00:00;17/06/2019;2019;DDP;SOL;DDP2;CSF1.1;2020/09/03;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_RES_ FEDER_AG;FEDER;03r1_FEDER_MY;Nombre de créations d'entreprise;RESUL;QUANT;MAN;Nombre;N;N;N;O;700,00;700,00;"";O;O;O;O;17/06/2019 00:00;17/06/2019;2019;DDP;SOL;DDP2;CSF1.1;2020/09/03;375,00;"";""
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_RES_ FEDER_AG;FEDER;03r2_FEDER_MY;Taux de survie des entreprises à 18 mois;RESUL;QUANT;MAN;"%";N;N;N;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_REAL_ FEDER_AG;FEDER;03R03_FEDER_MY;Nombre de porteurs de projets de création d'entreprises accompagnés annuellement;REALI;QUANT;MAN;Nombre;N;N;N;O;350,00;350,00;"";O;O;O;O;17/06/2019 00:00;17/06/2019;2019;DDP;SOL;DDP2;CSF1.1;2020/09/03;350,00;"";""
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_FIN;FEDER;IF3_FEDER_MY;Montant des dépenses certifiées de l'axe 3;REALI;QUANT;MAN;"€";N;N;O;N;;;"";N;N;O;O;;;;;;;;;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_CdP_AG;FEDER;03PR1_FEDER_MY;Nombre de réseaux de recherche et d'innovation créés;REALI;QUANT;MAN;Nombre;N;N;O;N;;;"";O;O;O;O;17/06/2019 00:00;17/06/2019;2019;DDP;SOL;DDP2;CSF1.1;2020/09/03;;;
2021/04/13;PY0010961;Aménagement de la Maison de l'Entreprise;1;1;13000337900018;Chambre de Commerce et de l'Industrie de Mayotte;2016/04/01;2016;2017/12/31;;;;2017/09/28;2017;2017/09/28;2017;Programmé;Solde versé;POFEDERFSEMY1420;AP03;OT03;PI03a;OS03.1;"";"";SPEC_CdP_AG;FEDER;03PR2_FEDER_MY;Nombre d'entreprises coopérant entre elles;REALI;QUANT;MAN;Nombre;N;N;O;N;;;"";O;O;O;O;17/06/2019 00:00;17/06/2019;2019;DDP;SOL;DDP2;CSF1.1;2020/09/03;;;
